,genres_name,year_of_release,revenue_in_millions
2124,Drama,2008,27.640028
2125,Horror,2006,39.143839
2126,Comedy,1998,37.67235
2127,Adventure,1991,0.0
2128,Comedy,2006,41.237648
2130,Crime,2010,65.464324
2131,Drama,1997,60.0
2132,Horror,2010,80.547866
2133,Drama,2006,135.330182
2134,Drama,2014,41.29632
2135,Drama,2008,50.907234
2137,Horror,2013,47.241945
2138,Drama,1995,0.0
2139,Comedy,2013,78.378744
2143,Horror,2002,68.349884
2144,Comedy,2011,35.387212
2145,Crime,1998,67.2
2146,Horror,2009,0.0
2147,Drama,2010,45.636368
2148,Comedy,2000,47.126295
2149,Horror,2008,0.0
2150,Drama,1996,0.0
2151,Thriller,2008,64.822796
2153,Comedy,2010,32.005248
2154,Action,2008,65.569869
2155,Comedy,2013,46.089287
2156,Action,2007,0.0
2157,Fantasy,2009,51.416464
2158,Comedy,2010,49.779728
2159,Adventure,2011,17.425
2160,Horror,2006,27.105095
2161,Romance,1990,0.0
2163,Action,2006,37.597471
2164,Comedy,2006,0.0
2165,Comedy,2009,28.972508
2166,Fantasy,1995,21.284514
2168,Drama,2008,20.211394
2169,Action,1998,0.0
2171,Romance,2008,36.620508
2172,Drama,2014,34.07792
2173,Comedy,2007,0.0
2174,Comedy,1981,2.297493
2175,Adventure,1985,18.432
2176,Comedy,1998,18.253415
2177,Drama,2007,22.222308
2178,Adventure,2007,56.255142
2179,Comedy,2006,17.807569
2180,Thriller,2012,52.302796
2181,Horror,1996,25.836616
2182,Animation,2005,0.0
2183,Comedy,1995,17.519169
2184,Action,2004,100.914445
2185,Adventure,2002,0.0
2186,Drama,2007,73.276047
2187,Drama,2003,60.427839
2188,Action,2004,16.605763
2189,Comedy,2003,17.432163
2190,Drama,2000,0.0
2193,Crime,2015,34.85499
2194,Action,2008,14.109284
2195,Action,2009,22.942221
2196,Comedy,1997,13.801755
2197,Comedy,2011,30.426096
2198,Action,2012,32.20403
2199,Comedy,2004,0.0
2200,Action,2009,34.560577
2201,Action,1994,0.0
2202,Drama,2006,13.391174
2203,Drama,2002,27.674124
2204,Comedy,2005,12.482775
2205,Action,2002,12.398628
2206,Comedy,2008,0.0
2207,Action,2009,17.280326
2208,Drama,2010,24.145613
2209,Adventure,1994,0.0
2210,Drama,2008,0.0
2211,Comedy,2005,0.0
2213,Comedy,1997,10.686841
2214,Comedy,1999,0.0
2215,Drama,2015,36.606743
2216,Comedy,1989,0.0
2218,Action,2007,16.974459
2219,Drama,2009,0.0
2220,Comedy,2004,9.109322
2221,Action,2005,12.382362
2222,Action,2007,10.337477
2223,Comedy,2004,11.341016
2225,Comedy,2014,11.110975
2228,Comedy,2008,7.0
2229,Action,2013,15.008161
2230,Horror,2003,0.0
2231,Comedy,2008,6.575282
2232,Comedy,1999,0.0
2233,Comedy,2015,6.420319
2234,Drama,2011,27.462041
2235,Animation,2006,7.659918
2236,Drama,2012,0.0
2237,Action,2005,10.442808
2238,Comedy,2009,5.210988
2239,Drama,2004,0.0
2240,Crime,2014,12.00707
2241,Drama,2008,0.0
2242,Drama,2008,0.0
2243,Drama,2007,4.001121
2244,Action,2012,16.863583
2245,Adventure,2008,5.530764
2246,Drama,2008,0.0
2247,Adventure,1997,159.375308
2248,Comedy,2003,0.0
2249,Comedy,1980,0.0
2250,Action,2005,5.048693
2251,Drama,2015,0.0
2252,Comedy,2003,1.675706
2253,Action,2002,5.359645
2254,Drama,2008,7.4
2255,Drama,2000,0.0
2257,Drama,2015,3.727746
2258,Animation,2004,0.0
2259,Drama,2005,0.0
2260,Drama,2010,0.0
2261,Adventure,1994,0.30507
2262,Comedy,2008,47.301471
2263,Comedy,1998,0.0
2264,Action,2011,4.634062
2265,Drama,2002,0.0
2266,Drama,2010,0.346594
2267,Horror,2015,17.671101
2268,Action,2008,0.0
2269,Crime,2007,0.0
2270,Comedy,2012,0.0
2271,Drama,2014,0.0
2272,Animation,2014,0.0
2274,Thriller,2015,0.0
2275,Thriller,2013,5.496951
2276,Drama,2006,0.0
2277,Action,2008,0.0
2278,Adventure,1990,424.208848
2279,Comedy,2011,216.197492
2280,Drama,1989,110.879513
2281,Comedy,2004,70.067909
2282,Crime,1996,173.046663
2283,Horror,2001,0.0
2284,Horror,1980,44.017374
2285,Adventure,1985,381.109762
2286,Horror,1999,40.846082
2287,Drama,2009,0.0
2289,Comedy,2010,49.830607
2290,Comedy,2003,101.564935
2291,Drama,2011,5.728213
2292,Animation,2000,0.0
2294,Fantasy,2001,274.925095
2295,Action,2013,0.0
2296,Action,1984,8.613462
2297,Drama,2013,76.586316
2298,Comedy,2008,18.755936
2299,Romance,2010,29.922472
2301,Comedy,2011,6.928068
2302,Drama,2012,5.310554
2304,Thriller,1996,0.0
2306,Horror,2005,108.047131
2307,Comedy,2002,32.801173
2308,Horror,2005,46.770602
2309,Action,2013,0.0
2310,Adventure,1998,10.680275
2311,Comedy,2009,31.912793
2312,Comedy,2014,268.1574
2313,Romance,1994,351.583407
2314,Fantasy,1988,151.668774
2315,Comedy,2006,261.572744
2316,Comedy,2001,141.774679
2318,Crime,2005,144.216468
2319,Comedy,1999,65.535067
2320,Thriller,2014,19.682924
2321,Comedy,2005,0.0
2322,Comedy,2004,65.070412
2323,Drama,2003,76.488889
2328,Drama,1984,51.973029
2329,Crime,2008,14.796236
2330,Comedy,2004,129.042871
2331,Comedy,2003,0.0
2332,Drama,2001,87.754044
2333,Comedy,1986,41.382841
2334,Drama,2014,103.215094
2335,Comedy,2013,99.206215
2336,Drama,2006,76.286096
2337,Romance,2003,62.646763
2338,Action,1996,0.0
2339,Horror,1980,21.378361
2340,Action,2011,47.08899
2342,Comedy,2009,24.007324
2343,Adventure,1984,100.0
2344,Drama,1980,23.0
2345,Drama,2009,36.133014
2346,Action,1985,0.0
2348,Adventure,2010,35.69292
2349,Action,2000,0.0
2350,Drama,2000,17.200925
2351,Comedy,2015,24.0
2353,Drama,2001,0.0
2354,Drama,2015,34.441873
2355,Comedy,2009,0.0
2356,Drama,2009,0.0
2357,Action,1981,2.9456
2358,Drama,2001,28.008462
2359,Drama,1981,12.0
2360,Action,2013,10.501938
2361,Drama,1997,8.038061
2362,Comedy,2014,25.312387
2363,Adventure,1989,0.0
2364,Comedy,2004,0.0
2365,Drama,1986,6.735922
2366,Fantasy,1981,14.110013
2367,Drama,2009,0.0
2368,Comedy,1994,5.887457
2369,Drama,2013,20.275812
2371,Action,2008,25.739015
2372,Adventure,1982,0.0
2373,Drama,1996,0.0
2374,Drama,2009,20.719451
2376,Comedy,2003,0.0
2377,Drama,2013,22.309223
2378,Crime,2009,0.0
2380,Romance,1986,3.5
2381,Drama,2002,0.676698
2383,Drama,2008,0.382174
2384,Crime,2010,0.871279
2385,Thriller,2009,0.0
2387,Horror,1985,34.0
2389,Action,2006,1.831348
2390,Adventure,1985,6.948633
2391,Thriller,2012,13.551174
2392,Comedy,2007,121.463226
2393,Comedy,2009,90.508336
2394,Horror,2014,0.0
2396,Animation,2005,51.053787
2397,Drama,2004,38.0
2398,Action,2007,99.965753
2399,Drama,2013,7.018189
2400,Thriller,2014,266.5868
2401,Thriller,2002,0.0
2402,Horror,2001,0.0
2403,Horror,1986,183.316455
2405,Horror,1997,125.586134
2406,Comedy,2014,136.621271
2407,Comedy,2004,109.502303
2408,Comedy,2006,19.179969
2410,Comedy,2003,0.0
2411,Comedy,2013,71.625195
2412,Action,2006,57.103895
2413,Horror,2010,136.150434
2414,Comedy,2002,0.0
2415,Comedy,1998,30.331165
2416,Drama,2011,43.165571
2417,Horror,2006,69.623713
2418,Comedy,2003,0.0
2419,Drama,2015,45.710059
2420,Comedy,2010,0.0
2421,Drama,2006,21.170563
2422,Comedy,2012,115.350426
2423,Drama,2001,19.693891
2424,Drama,1998,0.0
2425,Horror,2002,0.0
2426,Comedy,2006,0.0
2428,Crime,2009,29.536299
2430,Horror,2013,97.542952
2431,Comedy,2009,20.455276
2432,Comedy,2006,7.314027
2433,Action,1987,19.3
2434,Drama,2008,0.0
2435,Action,2006,9.5
2436,Drama,2004,0.0
2437,Adventure,1986,0.0
2438,Fantasy,2006,86.915017
2439,Adventure,1981,2.0
2440,Drama,2003,1.569918
2441,Thriller,2014,3.758328
2442,Action,2006,0.374743
2443,Animation,2008,0.0
2445,Horror,2012,9.627492
2446,Comedy,1991,0.0
2447,Drama,2006,2.281089
2448,Crime,1987,43.848069
2449,Drama,1995,135.0
2450,Drama,2007,37.311672
2451,Comedy,2007,13.620075
2452,Drama,2003,16.942795
2453,Drama,1989,235.860116
2454,Comedy,1994,247.275374
2455,Comedy,1989,92.823546
2456,Drama,1982,53.97725
2457,Comedy,2000,119.754278
2458,Comedy,1999,0.0
2459,Drama,2011,133.432856
2460,Horror,2009,76.51405
2461,Comedy,2012,68.263166
2462,Horror,2006,0.0
2464,Comedy,2002,0.0
2465,Fantasy,2006,83.258226
2466,Action,2001,0.0
2467,Crime,2001,29.381649
2468,Thriller,2011,40.492759
2470,Thriller,1991,30.102717
2471,Crime,2007,80.573774
2472,Comedy,2008,50.007546
2473,Drama,2008,96.408652
2474,Action,2007,0.0
2475,Comedy,2000,20.627372
2476,Drama,2002,0.0
2477,Comedy,2009,31.556061
2478,Comedy,2000,15.427192
2479,Comedy,1987,0.0
2480,Drama,2010,0.0
2481,Drama,2003,0.0
2482,Comedy,1988,13.854
2483,Drama,1993,206.67844
2484,Thriller,1999,18.564088
2485,Comedy,2004,1.2e-05
2487,Comedy,2000,0.0
2488,Comedy,2002,0.0
2489,Comedy,1999,4.217115
2490,Adventure,1986,5.9
2491,Drama,2007,2.849142
2493,Drama,2013,5.867686
2494,Drama,2005,0.0
2495,Thriller,2013,24.261569
2496,Romance,2004,14.822346
2497,Comedy,2008,53.191886
2498,Drama,2008,0.0
2499,Fantasy,2009,0.754249
2500,Comedy,2012,0.0
2501,Drama,2009,47.801389
2502,Crime,2013,0.0
2504,Comedy,2002,0.0
2506,Action,2001,0.0
2508,Drama,2001,0.0
2509,Comedy,2006,0.0
2510,Action,1984,316.360478
2511,Comedy,1990,476.684675
2513,Comedy,1982,177.2
2514,Action,1986,356.830601
2515,Adventure,2000,213.525736
2516,Drama,1999,356.296601
2517,Drama,2010,414.211549
2518,Comedy,1988,216.614388
2519,Drama,2008,0.317
2520,Drama,1985,146.292009
2521,Action,2009,11.301649
2523,Comedy,1980,0.0
2524,Drama,1980,67.182787
2525,Comedy,2010,75.700498
2526,Horror,2013,146.497771
2527,Comedy,1983,61.399552
2528,Comedy,2013,151.831537
2529,Drama,2006,123.384128
2530,Fantasy,1988,73.326666
2531,Comedy,2007,55.184721
2532,Drama,1994,0.0
2533,Drama,2012,127.730736
2534,Horror,2006,66.966987
2535,Comedy,2002,52.970014
2537,Comedy,1997,64.256513
2539,Thriller,2013,42.930462
2540,Horror,2015,61.548707
2541,Horror,1998,40.283321
2542,Drama,1993,0.0
2543,Action,1997,44.862187
2544,Comedy,2001,66.468332
2545,Crime,2012,48.126384
2546,Crime,2000,35.00718
2547,Drama,2014,123.726688
2548,Comedy,2003,0.0
2549,Comedy,2000,33.771174
2551,Horror,2009,39.421467
2552,Drama,2014,52.501541
2553,Crime,2009,32.721635
2554,Comedy,2005,47.175038
2555,Horror,2002,37.664855
2556,Adventure,1987,30.857814
2557,Drama,2007,30.226144
2558,Drama,2011,78.054825
2559,Comedy,2004,29.331068
2560,Comedy,1998,46.905889
2561,Horror,2007,64.23844
2562,Drama,2014,30.127963
2563,Comedy,2005,32.645546
2564,Action,2000,27.728118
2565,Action,1997,28.084357
2566,Comedy,2009,40.105542
2568,Drama,1996,24.769466
2569,Drama,2005,85.306374
2570,Comedy,2010,0.0
2571,Drama,1993,23.237911
2572,Drama,1997,43.101594
2573,Action,1993,0.0
2574,Drama,2006,21.0
2575,Horror,2007,0.0
2576,Horror,2000,38.574362
2577,Fantasy,2002,0.0
2578,Action,2006,22.165608
2580,Drama,2010,20.529194
2582,Drama,2013,35.485608
2583,Crime,2014,32.556119
2584,Drama,1999,0.0
2585,Drama,2008,42.0
2586,Fantasy,1984,17.080167
2587,Crime,2012,37.930465
2588,Thriller,2014,31.554855
2589,Comedy,2001,0.0
2590,Adventure,2008,0.0
2592,Action,2000,15.843608
2593,Crime,2006,0.0
2594,Drama,2011,59.389433
2595,Drama,2009,16.633035
2596,Crime,2001,12.0
2597,Action,2003,0.0
2598,Fantasy,1999,0.0
2599,Drama,2004,0.0
2600,Comedy,1989,0.0
2602,Action,2012,15.608545
2603,Drama,1998,10.443316
2604,Romance,2000,0.0
2605,Comedy,1985,0.0
2607,Comedy,1998,46.189568
2608,Drama,2006,10.903846
2609,Action,2002,9.23747
2610,Drama,2007,18.928871
2611,Drama,2000,9.902115
2612,Comedy,2002,8.586376
2613,Comedy,2002,0.0
2614,Comedy,1998,0.0
2615,Drama,2006,0.0
2616,Comedy,2008,34.533783
2617,Comedy,2013,0.0
2618,Comedy,2008,8.76289
2619,Comedy,2009,6.405245
2620,Drama,2012,8.138788
2621,Comedy,2009,35.097815
2622,Thriller,2000,5.217498
2623,Adventure,2005,12.036149
2624,Comedy,1999,0.0
2625,Action,2005,15.785148
2626,Thriller,1999,4.15223
2627,Thriller,2001,20.117339
2628,Drama,2007,0.0
2629,Comedy,2010,0.0
2630,Drama,2010,9.455232
2631,Drama,2007,0.0
2632,Thriller,2008,5.92641
2633,Adventure,1986,0.0
2634,Comedy,1999,0.0
2635,Horror,2007,7.938872
2636,Drama,2015,0.0
2637,Drama,1999,0.0
2639,Action,2004,9.584131
2640,Drama,1995,0.529766
2641,Action,2015,0.632542
2642,Drama,2001,0.0
2643,Thriller,2003,0.0
2644,Adventure,2008,8.936663
2645,Adventure,2010,6.814789
2646,Drama,1996,0.076382
2648,Drama,2011,0.0
2649,Drama,2011,0.0
2650,Action,2001,0.023
2651,Comedy,2007,0.02038
2652,Drama,2008,0.0
2653,Animation,2013,27.187375
2654,Thriller,2014,0.0
2655,Action,2005,0.0
2656,Drama,2015,0.0
2657,Drama,2009,0.0
2658,Drama,2001,0.0
2659,Romance,1993,70.906973
2660,Comedy,2015,122.513057
2661,Drama,1996,147.298761
2662,Drama,2010,17.511906
2663,Drama,2014,0.0
2665,Drama,2005,0.674918
2666,Drama,2008,377.910544
2667,Drama,1987,320.145693
2668,Romance,1990,463.0
2669,Adventure,1988,239.60621
2670,Thriller,2015,0.0
2671,Drama,1989,161.001698
2672,Comedy,1993,154.864401
2674,Drama,2007,75.511123
2676,Horror,1998,72.527595
2677,Comedy,2012,0.0
2678,Action,1991,34.79316
2679,Comedy,1999,0.0
2681,Action,2002,0.0
2682,Drama,1993,27.515786
2683,Action,2002,25.482931
2684,Comedy,1995,19.8
2686,Horror,2005,0.0
2687,Comedy,2003,0.0
2688,Thriller,2009,22.852638
2689,Comedy,2010,21.409028
2690,Comedy,1998,0.0
2691,Comedy,1999,21.001563
2692,Horror,1996,0.0
2694,Comedy,1994,0.0
2695,Comedy,2007,13.196245
2696,Horror,2001,16.951798
2698,Comedy,2001,10.42447
2699,Comedy,2012,11.417362
2700,Drama,2007,19.777647
2701,Romance,2006,14.821658
2702,Drama,2000,5.10882
2703,Drama,1999,0.0
2704,Action,2006,4.291965
2705,Horror,2001,0.0
2706,Drama,1995,2.474
2707,Comedy,2008,0.0
2710,Drama,2009,0.0
2711,Drama,2002,0.0
2713,Comedy,2008,0.0
2714,Drama,2011,0.046495
2715,Comedy,2009,0.0
2716,Romance,2010,1.755212
2717,Drama,2005,178.043761
2718,Comedy,1995,0.0
2719,Drama,2002,29.027914
2720,Comedy,2015,12.314651
2721,Drama,2000,7.060876
2722,Comedy,2012,19.422261
2723,Drama,2001,0.0
2724,Drama,2004,92.18091
2725,Drama,2004,38.535221
2726,Thriller,2014,5.380251
2727,Comedy,1987,123.92237
2728,Action,2010,16.7
2730,Drama,2010,327.803731
2732,Drama,2001,91.038276
2733,Horror,1988,72.5
2735,Comedy,2000,73.180723
2736,Crime,1988,44.726644
2737,Comedy,2014,54.837234
2738,Comedy,2014,49.002684
2739,Comedy,1999,53.478166
2740,Comedy,2002,0.0
2741,Comedy,1993,0.0
2744,Comedy,2000,0.0
2745,Comedy,2007,0.0
2747,Action,1998,27.007143
2748,Comedy,1996,0.0
2749,Drama,1990,35.763605
2750,Crime,2014,53.830415
2752,Drama,2015,36.869414
2753,Fantasy,1999,22.863596
2754,Comedy,2001,0.0
2756,Drama,2001,16.929123
2757,Action,2006,68.673228
2758,Adventure,2006,11.130889
2759,Comedy,1998,8.026971
2760,Drama,2015,35.401758
2761,Comedy,1998,0.0
2762,Comedy,1994,7.820688
2763,Comedy,1999,27.5
2764,Drama,1999,0.0
2766,Adventure,2001,0.0
2767,Comedy,2001,0.0
2768,Comedy,2013,48.065672
2769,Drama,2006,4.857367
2770,Drama,2007,0.0
2771,Comedy,2013,18.0
2772,Romance,2000,0.0
2773,Drama,2009,8.459458
2774,Comedy,1996,9.7899
2775,Drama,2006,2.636637
2776,Drama,2012,33.4
2777,Action,1993,1.2
2778,Drama,2006,1.15133
2779,Drama,2000,0.0
2780,Thriller,2015,1.784763
2781,Action,2011,3.964682
2782,Drama,2011,0.303877
2783,Crime,2013,68.572378
2786,Comedy,2009,10.652035
2787,Adventure,1981,55.260558
2788,Drama,2002,23.367586
2789,Drama,2002,0.0
2790,Action,1993,12.281551
2791,Romance,2010,0.0
2792,Crime,1992,10.725228
2793,Crime,2010,0.0
2794,Drama,1982,0.0
2795,Horror,2009,27.20612
2797,Comedy,2007,11.293663
2799,Drama,2000,40.031879
2800,Drama,1997,0.0
2801,Crime,1996,1.227324
2802,Comedy,2009,5.024782
2803,Action,2010,31.327899
2804,Crime,2010,1.083683
2805,Animation,1988,84.460846
2806,Action,2004,1.5e-05
2807,Drama,2010,3.878993
2810,Comedy,1999,235.483004
2811,Animation,2012,8.10916
2812,Action,1986,79.817939
2813,Comedy,2012,96.070507
2814,Comedy,2002,75.781642
2815,Action,1982,96.8
2816,Comedy,1994,107.217396
2817,Thriller,1983,79.567667
2818,Crime,1985,68.706993
2819,Action,2012,81.272766
2821,Animation,1996,0.0
2822,Comedy,1997,39.673162
2823,Comedy,2008,43.493123
2827,Action,2002,61.14103
2828,Comedy,2012,100.0
2830,Horror,2002,52.223306
2831,Horror,2008,40.855419
2832,Drama,2008,56.309766
2833,Comedy,2004,31.179516
2834,Comedy,2001,31.155435
2835,Comedy,1992,27.281507
2836,Drama,2002,56.298474
2838,Romance,2014,307.166834
2839,Drama,1998,22.921898
2840,Drama,2014,25.434291
2842,Horror,1999,21.133087
2843,Drama,2013,100.129872
2844,Comedy,2005,0.0
2846,Fantasy,2006,23.006849
2847,Drama,2015,85.5123
2848,Comedy,2004,5.1e-05
2849,Drama,2013,17.654912
2850,Horror,1995,0.0
2851,Comedy,2001,17.292381
2852,Comedy,2011,22.939027
2853,Action,2006,42.931041
2854,Comedy,1997,13.960203
2855,Comedy,1998,12.90279
2856,Comedy,2010,21.520719
2857,Drama,2008,0.0
2858,Romance,1981,0.0
2859,Drama,2003,31.466789
2860,Action,1981,85.0
2861,Comedy,2002,0.0
2862,Comedy,2013,87.100449
2863,Adventure,2004,92.863945
2864,Drama,2012,35.485056
2866,Drama,2008,0.0
2867,Action,2000,0.0
2868,Action,1992,6.739141
2869,Comedy,2006,5.542025
2870,Drama,1998,0.0
2871,Drama,2006,6.754898
2872,Comedy,2003,4.922166
2873,Comedy,1996,4.939939
2875,Drama,2008,3.148182
2876,Comedy,2001,0.0
2877,Horror,2006,88.489643
2878,Adventure,1981,0.0
2879,Comedy,1999,0.0
2880,Comedy,2008,0.0
2881,Comedy,2013,8.371085
2882,Comedy,2002,0.0
2883,Drama,2013,12.077441
2884,Fantasy,2004,19.271312
2885,Crime,2007,0.0
2886,Adventure,2005,0.0
2887,Drama,2009,1.644755
2888,Crime,2000,15.25
2889,Comedy,2002,0.0
2890,Comedy,1997,0.0
2891,Thriller,2007,0.0
2892,Drama,2012,0.0
2893,Drama,2007,0.0
2895,Comedy,1999,0.0
2896,Comedy,2009,0.0
2897,Thriller,2002,0.0
2898,Drama,2009,10.652498
2899,Animation,2011,2.57
2902,Horror,2009,0.0
2903,Drama,2015,0.0
2904,Drama,2014,101.332962
2905,Thriller,2000,83.557872
2906,Drama,2015,0.0
2907,Drama,1989,57.469467
2908,Drama,1993,0.0
2909,Drama,2009,0.0
2910,Drama,2015,0.0
2911,Fantasy,1984,153.083102
2915,Adventure,2014,0.0
2916,Comedy,2008,0.0
2917,Drama,2010,93.617009
2918,Action,2006,72.778712
2919,Comedy,1992,64.088552
2920,Drama,2014,78.874843
2921,Action,2014,0.0
2922,Comedy,1989,49.797148
2923,Comedy,2007,0.0
2924,Thriller,2002,97.837138
2925,Drama,2002,41.227069
2926,Drama,1995,39.363635
2927,Drama,1999,75.902208
2928,Horror,2009,68.233629
2929,Comedy,1981,31.672907
2930,Adventure,2008,38.105395
2931,Action,2001,23.978402
2932,Drama,1992,37.170057
2935,Drama,2015,62.076141
2937,Comedy,2001,14.782676
2938,Comedy,2000,13.7
2939,Drama,2012,59.520298
2940,Comedy,2001,23.430766
2941,Drama,2001,13.110448
2942,Drama,2015,61.619773
2943,Drama,2004,0.0
2944,Fantasy,1992,0.0
2945,Comedy,2002,6.413915
2946,Romance,1993,30.0
2947,Drama,2003,4.06909
2948,Crime,2004,0.0
2949,Comedy,2002,0.0
2950,Comedy,1995,2.832826
2951,Drama,2013,32.935319
2952,Drama,2001,16.017403
2953,Drama,1991,2.807854
2955,Comedy,2005,2.945242
2956,Drama,2006,0.0
2957,Drama,2010,0.0
2958,Horror,2008,113.857533
2960,Drama,2012,0.0
2961,Crime,2006,0.0
2962,Drama,2006,17.0
2963,Drama,1999,18.535191
2965,Horror,2002,0.0
2968,Romance,2007,17.5
2969,Adventure,2004,0.0
2970,Drama,1994,0.123509
2971,Drama,2010,0.0
2972,Drama,2007,0.0
2974,Comedy,2014,0.0
2975,Drama,1997,225.933435
2977,Horror,2006,163.876815
2978,Action,1981,85.3
2979,Comedy,2000,90.449929
2981,Comedy,1999,103.166989
2982,Horror,2007,139.352633
2983,Drama,2005,91.196419
2984,Drama,2006,57.231524
2985,Drama,1986,52.293982
2987,Comedy,1992,50.752337
2988,Horror,2004,183.474602
2989,Comedy,1996,41.205099
2990,Horror,2001,59.217789
2991,Adventure,1989,40.485039
2993,Drama,2011,136.836156
2995,Action,1985,36.230219
2996,Action,1985,57.5
2998,Horror,2010,33.583175
2999,Comedy,2002,33.526835
3000,Drama,2015,104.303851
3001,Action,1985,25.754284
3002,Horror,1992,32.101
3003,Comedy,2008,32.973937
3004,Fantasy,1999,30.65289
3005,Comedy,2002,0.0
3006,Drama,1983,29.450919
3007,Action,1989,30.050028
3008,Action,1994,29.392418
3009,Drama,2002,34.41124
3010,Comedy,2006,38.368909
3011,Comedy,1998,25.605015
3012,Crime,1983,33.697647
3014,Horror,1983,20.766616
3015,Horror,2015,52.882018
3016,Drama,2012,24.637469
3017,Horror,2001,0.0
3019,Drama,2006,0.0
3020,Drama,1994,0.0
3021,Action,1985,0.0
3022,Comedy,2005,0.0
3023,Comedy,1998,17.096053
3025,Drama,2015,85.978266
3026,Comedy,2008,0.0
3027,Comedy,2005,0.0
3028,Drama,1990,16.153593
3029,Action,2002,0.0
3030,Action,1990,48.572
3031,Horror,2003,28.650575
3033,Action,1999,15.1562
3034,Drama,2013,21.5877
3035,Action,2007,20.342161
3037,Comedy,2009,0.0
3038,Animation,2002,0.0
3039,Drama,2011,35.057696
3040,Action,2005,17.297244
3041,Comedy,1997,0.0
3042,Thriller,2015,58.978653
3043,Adventure,2005,0.0
3044,Comedy,2001,0.0
3045,Comedy,1999,12.827813
3046,Comedy,1999,10.571408
3047,Drama,2014,28.883511
3048,Comedy,1998,9.898412
3049,Comedy,2004,0.0
3050,Crime,1984,8.80194
3051,Action,2010,6.11
3052,Crime,2002,0.0
3053,Comedy,2013,32.438988
3054,Comedy,2008,0.0
3055,Comedy,2012,9.636289
3056,Comedy,2011,6.861102
3057,Drama,1998,23.875127
3058,Horror,2012,6.842058
3059,Animation,2004,0.0
3060,Drama,1998,9.495408
3061,Drama,1999,0.0
3062,Action,2002,0.0
3063,Comedy,2013,7.8
3064,Comedy,2007,33.0
3065,Comedy,1981,2.154696
3066,Drama,2014,21.571189
3067,Comedy,2001,0.0
3068,Adventure,2006,7.177143
3069,Comedy,2015,10.835752
3070,Drama,2011,4.41758
3071,Drama,2009,0.0
3072,Drama,2012,0.0
3073,Action,1993,3.275585
3074,Action,1999,3.193102
3075,Drama,2004,98.410061
3076,Drama,2000,5.164404
3077,Action,1987,0.0
3078,Drama,2006,0.0
3079,Comedy,2011,0.0
3080,Comedy,2000,0.0
3082,Adventure,1981,0.439564
3083,Comedy,2015,7.587485
3084,Drama,2011,1.759252
3085,Drama,2002,0.0
3086,Action,2000,1.631839
3087,Adventure,2002,0.0
3088,Thriller,2012,1.969193
3089,Action,2006,0.0
3090,Thriller,2000,0.0
3091,Crime,2011,3.665069
3092,Comedy,2009,7.022728
3093,Crime,2003,0.0
3094,Comedy,2007,0.0
3095,Drama,2007,21.786738
3096,Drama,1998,0.0
3097,Comedy,2002,0.598645
3098,Action,2008,1.296184
3099,Action,2001,42.77676
3100,Drama,2004,0.0
3101,Comedy,1997,0.0
3102,Drama,2014,0.0
3103,Drama,1997,0.0
3104,Drama,2011,1.072602
3105,Comedy,2004,0.0
3106,Action,2001,0.0
3107,Comedy,2009,0.29575
3108,Horror,2006,0.0
3109,Drama,2005,0.0
3110,Drama,2010,0.042145
3111,Comedy,1994,0.126247
3112,Drama,2010,0.0
3114,Comedy,2014,0.0
3115,Comedy,1998,0.045779
3116,Comedy,2009,0.0
3117,Comedy,2009,0.0
3118,Comedy,2009,0.0
3119,Drama,2008,0.140987
3120,Drama,2015,0.017472
3121,Comedy,2009,0.009069
3122,Comedy,2007,0.0
3123,Crime,2008,0.0
3124,Drama,2010,0.0
3125,Comedy,2004,0.0
3126,Thriller,2007,0.0
3128,Action,2008,0.0
3130,Drama,2008,0.0
3131,Drama,2013,1.1e-05
3132,Comedy,2010,0.0
3133,Action,2009,0.0
3134,Drama,2007,0.0
3135,Comedy,2010,0.0
3136,Action,2008,0.0
3137,Horror,2013,10.0
3138,Drama,2010,0.0
3139,Comedy,2009,17.164377
3140,Drama,2005,4.386236
3141,Comedy,2000,59.827328
3142,Action,2014,0.0
3144,Drama,2014,0.0
3145,Drama,2012,19.839492
3146,Horror,1988,14.144
3147,Horror,2015,0.0
3149,Comedy,2006,85.582407
3150,Animation,1981,0.0
3151,Action,2009,0.0
3152,Drama,1995,0.0
3153,Action,2015,0.0
3154,Drama,2010,0.0
3155,Drama,2011,21.817298
3156,Drama,2011,0.0
3157,Drama,2012,0.0
3160,Drama,2010,2.995811
3163,Horror,2011,0.0
3164,Comedy,2010,8.220215
3165,Drama,1996,41.590886
3166,Drama,1999,34.57378
3167,Horror,1988,44.196684
3169,Horror,2014,108.782847
3170,Comedy,2000,0.0
3171,Comedy,2004,23.936908
3172,Drama,2000,0.0
3173,Crime,2000,28.780255
3174,Comedy,1983,90.4
3175,Horror,2006,21.510851
3176,Comedy,2004,0.0
3178,Drama,2007,0.0
3179,Comedy,2003,6.126237
3180,Action,2000,19.125401
3181,Comedy,2002,4.777465
3182,Comedy,1994,4.350774
3183,Romance,2006,0.0
3184,Action,1984,0.0
3185,Drama,2007,2.955039
3186,Comedy,2005,0.0
3187,Comedy,2008,0.0
3188,Drama,1998,1.053788
3191,Drama,2001,0.0
3192,Horror,1990,0.0
3193,Comedy,2014,14.348529
3194,Comedy,2002,0.0
3195,Drama,2010,0.771499
3196,Drama,2006,0.140666
3197,Crime,2008,0.0
